RESULT_TAG,SID,CID,SMILES,Activity_Outcome,Activity_Score,Activity_Summary,Agonist_Activity,Agonist_Potency (uM),Agonist_Efficacy (%),Viability_Activity,Viability_Potency (uM),Viability_Efficacy (%),Sample_Source
4543,170466781,43961,C1=CC=C(C(=C1)CN)SC2=CC=CC=C2CO,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
4544,170465030,2728761,C1=CC=C(C=C1)CNCCNCC2=CC=CC=C2.Cl.Cl,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
4545,170466092,55251,C1=CC=C(C(=C1)C2=CC=C(C=C2)C(F)(F)F)C(=O)O,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
4546,170466885,8797,CC1=CC=C(C=C1)OC(=O)C,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
4547,170466648,71668,C1=CC(=C[N+](=C1)[O-])CO,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
4548,170466539,31593,C1=CC=C(C=C1)CNC(=O)CN2C=CN=C2[N+](=O)[O-],Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
4549,170466231,8820,C(C#N)C(=O)NN,Inactive,0,inactive,inactive,,0,inactive,,0,Specs
4550,170465719,3259,C1=CC=C2C(=C1)C(=O)OC23C4=CC(=C(C(=C4OC5=C(C(=C(C=C35)I)O)I)I)O)I,Inactive,0,inactive,inactive,,0,active antagonist,7.79114,-115.237,SIGMA
4551,170466324,33039,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)F,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
4552,170466104,88836,CC(C)CCOC(=O)C1=CC=C(C=C1)N(C)C,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
4553,170466547,62531,CC1=CC(=C(C(=C1)N2N=C3C=CC(=CC3=N2)Cl)O)C(C)(C)C,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
4554,170465490,33919,C1=CC=C(C=C1)C2=NC3=C(N2)C=C(C=C3)S(=O)(=O)O,Inactive,0,inactive,inactive,,0,inactive,,0,Vitas
4555,170466090,16258,C1=CC=C2C(=C1)C(=O)NC(=O)O2,Inactive,0,inactive,inactive,,0,inactive,,0,Specs
4556,170466646,68610,C1=CC(=CC=C1C(=O)O)OCCCOC2=CC=C(C=C2)C(=O)O,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
4557,170465370,60464,C[C@@H]1CN(C[C@@H](N1)C)C2=C(C(=C3C(=C2F)N(C=C(C3=O)C(=O)O)C4CC4)N)F,Inactive,0,inactive,inactive,,0,inactive,,0,Vitas
4558,170466028,38882,CC1=NC=C(C(=C1O)C=O)COP(=O)(O)O.O,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
4559,170465623,56205,CN1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4=CC=C(C=C4)F)F.Cl,Inactive,0,inactive,inactive,,0,inactive,,0,Vitas
4560,170465732,60651,CN1CCN(CC1)C2=C(C=C3C4=C2OCN(N4C=C(C3=O)C(=O)O)C)F,Inactive,0,inactive,inactive,,0,inactive,,0,Sequoia
4561,170464911,6256,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C(F)(F)F)CO)O,Inactive,0,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
4562,170464871,152951,C[C@@H]1CCN([C@H](C1)C(=O)O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C2=CC=CC3=C2NC[C@@H](C3)C,Inactive,0,inactive,inactive,,0,inactive,,0,Sequoia
4563,170464968,5394,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N,Inactive,0,inactive,inactive,,0,inactive,,0,Prestwick
4564,170465431,443866,CC1=CC=CN2C1=NC=C(C2=O)C3=NN=N[N-]3.[K+],Inactive,0,inactive,inactive,,0,inactive,,0,Bosche
4565,170465928,107999,CN1C=C(C2=CC=CC=C21)C(=O)[C@@H]3CCC4=C(C3)NC=N4.Cl,Inactive,0,inactive,inactive,,0,inconclusive antagonist,25.1151,-36.2199,Bosche
4566,170464918,5284631,C1CC[N+]2(C1)[C@@H]3CC[C@H]2CC(C3)OC(=O)C(C4=CC=CC=C4)(C5=CC=CC=C5)O.[Cl-],Inactive,0,inactive,inactive,,0,inactive,,0,Selleck
4567,170465264,119570,CCCN[C@H]1CCC2=C(C1)SC(=N2)N,Inactive,0,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
4568,170465243,4121,CN1C(NC2=CC(=C(C=C2S1(=O)=O)S(=O)(=O)N)Cl)CCl,Inactive,0,inactive,inactive,,0,inactive,,0,Bosche
4569,170465772,5536,CCOC1=CC(=C(C=C1C(=O)CCC(=O)O)OCC)OCC,Inactive,0,inactive,inactive,,0,inactive,,0,Bosche
4570,170465771,2787,CCC(C)(C(=O)O)OC1=CC=C(C=C1)C2(CCCCC2)C3=CC=C(C=C3)OC(C)(CC)C(=O)O,Inactive,0,inactive,inactive,,0,inactive,,0,Selleck
4571,170465988,4820,CC1=C(C(=CC=C1)C)NC(=O)CC23CCCN2CCC3,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
4572,170465605,92400,C[C@H](CSC(=O)C1=CC=CC=C1)C(=O)N2C[C@H](C[C@H]2C(=O)O)SC3=CC=CC=C3,Inactive,0,inactive,inactive,,0,inactive,,0,Bosche
4573,170466019,20055424,CC1=NC=C(C(=N1)N)CN(/C(=C(\SS/C(=C(\N(C=O)CC2=CN=C(N=C2N)C)/C)/CCOC(=O)C(C)C)/CCOC(=O)C(C)C)/C)C=O,Inactive,0,inactive,inactive,,0,inactive,,0,Bosche
4574,170464967,3950,C1CCC(CC1)NC(=O)N(CCCl)N=O,Inactive,0,inactive,inactive,,0,inactive,,0,Bosche
4575,170465295,39764,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@@H]([C@]2(C[C@@H]1N4CCCCC4)C)CC[C@]5([C@H]3C[C@@H]([C@@H]5OC(=O)C)[N+]6(CCCCC6)C)C.[Br-],Inactive,0,inactive,inactive,,0,inactive,,0,Prestwick
4576,170466237,21102,CC(=O)NC1=CC=C(C=C1)OC(=O)C2=CC=CC=C2OC(=O)C,Inactive,0,inactive,inactive,,0,inactive,,0,Bosche
4577,170465401,135508550,C[C@H]1C(=O)N[C@H](C(=O)N/C(=C\NC(=O)N)/C(=O)N[C@H](C(=O)NC[C@@H](C(=O)N1)N)[C@H]2CCNC(=N2)N)CNC(=O)C[C@H](CCCN)N,Inactive,0,inactive,inactive,,0,inactive,,0,Bosche
4578,170466386,2541,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O,Inactive,0,inactive,inactive,,0,inactive,,0,Prestwick
4579,170464650,91442,CCN(CC)C(C)C(=O)C1=CC=CC=C1.Cl,Inactive,0,inactive,inactive,,0,inactive,,0,Prestwick
4580,170465175,406563,CC1=CC=C(C=C1)S(=O)(=O)O.CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,Inactive,0,inactive,inactive,,0,active antagonist,21.9584,-83.865,Sequoia
4581,170465973,444005,CN(C)CC(COC1=CC=CC=C1CCC2=CC(=CC=C2)OC)OC(=O)CCC(=O)O.Cl,Inactive,0,inactive,inactive,,0,active antagonist,26.6032,-71.8068,Tocris
4582,170465201,216326,C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N,Inactive,0,inactive,inactive,,0,inactive,,0,Selleck
4583,170465461,6099,CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2.[Cl-],Inactive,0,inactive,inactive,,0,active antagonist,4.05758,-76.3044,Labotest
4584,170465941,56704,CC(=O)OCC(=O)NCCCOC1=CC=CC(=C1)CN2CCCCC2.Cl,Inactive,0,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
4585,170465071,5282474,CCCCC1=NC=C(N1CC2=CC=C(C=C2)C(=O)O)/C=C(\CC3=CC=CS3)/C(=O)O.CS(=O)(=O)O,Inactive,0,inactive,inactive,,0,inactive,,0,Sequoia
4586,170465967,168088,CC[N+]1(CCCCC1)CCOC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O.[Br-],Inactive,0,inactive,inactive,,0,inactive,,0,Sequoia
4587,170465617,3081361,CN1CCC(CC1)COC2=C(C=C3C(=C2)N=CN=C3NC4=C(C=C(C=C4)Br)F)OC,Inactive,0,inactive,inactive,,0,inactive,,0,Sequoia
4588,170465980,123879,C1CC2=C(C[C@@H]1NS(=O)(=O)C3=CC=C(C=C3)F)C4=CC=CC=C4N2CCC(=O)O,Inactive,0,inactive,inactive,,0,inactive,,0,Sequoia
4589,170465755,325003,C1=CC(=C(C=C1C(CNCCCCCCNCC(C2=CC(=C(C=C2)O)O)O)O)O)O.OS(=O)(=O)O,Inactive,0,inactive,inactive,,0,inactive,,0,Sequoia
4590,170465718,23418,CC1=CC(=C(C=C1CC2=CN=C(N=C2N)N)OC)OC,Inactive,0,inactive,inactive,,0,inactive,,0,Sequoia
4591,170465784,5284360,CN(C)C(=O)COC(=O)CC1=CC=C(C=C1)OC(=O)C2=CC=C(C=C2)N=C(N)N.CS(=O)(=O)O,Inactive,0,inactive,inactive,,0,inactive,,0,Sequoia
4592,170466148,656829,CC1CN(CCN1)C2=C(C(=C3C(=C2)N(C=C(C3=O)C(=O)O)C4CC4)C)F.Cl,Inactive,0,inactive,inactive,,0,inactive,,0,Sequoia
4593,170465974,129791,CN(C)CCOC1=CC=C(C=C1)CNC(=O)C2=CC(=C(C=C2)OC)OC.Cl,Inactive,0,inactive,inactive,,0,inactive,,0,Sequoia
4594,170464721,77990,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C.[C@H]([C@@H](C(=O)O)O)(C(=O)O)O,Inactive,0,inactive,inactive,,0,inactive,,0,Sequoia
4595,170465911,65958,CNC1CCCN(C1)C2=C(C=C3C(=C2OC)N(C=C(C3=O)C(=O)O)C4CC4)F,Inactive,0,inactive,inactive,,0,inactive,,0,Sequoia
4596,170465985,65957,C[C@H]1COC2=C3N1C=C(C(=O)C3=CC(=C2C4(CC4)N)F)C(=O)O,Inactive,0,inactive,inactive,,0,inactive,,0,Sequoia
4597,170464858,5741,COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC.Cl,Inactive,0,inactive,inactive,,0,active antagonist,26.6032,-39.9985,Sequoia
4598,170466032,23360,CC(C)NCC(C1=CC=CC=C1Cl)O.Cl,Inactive,0,inactive,inactive,,0,inactive,,0,Sequoia
4599,170465733,798,C1=CC=C2C(=C1)C=CN2,Inactive,0,inactive,inactive,,0,inactive,,0,Specs
4600,170465747,6736,CC1=CNC2=CC=CC=C12,Inactive,0,inactive,inactive,,0,inactive,,0,Vitas
4601,170465652,12629,CCCCCCCCCCCCCCCCC(C(=O)O)C(CC(=O)O)(C(=O)O)O,Inactive,0,inactive,inactive,,0,inconclusive antagonist,,,SIGMA
4602,170466056,3357,CN1CCN(CC1)C2=C(C=C3C(=C2F)N(C=C(C3=O)C(=O)O)CCF)F,Inactive,0,inactive,inactive,,0,inactive,,0,Prestwick
4603,170466846,5918,C1=CN=CC(=C1N)N,Inactive,0,inactive,inactive,,0,inactive,,0,Sequoia
4604,170465479,11808,CN1C2=C(C(=O)N(C1=O)C)NC(=N2)Br,Inactive,0,inactive,inactive,,0,inactive,,0,Vitas
4605,170465603,128918,C1CN(CC=C1C2=CC(=CC=C2)C(F)(F)F)CCC3=CC4=CC=CC=C4C=C3.Cl,Inactive,0,inactive,inactive,,0,inactive,,0,Tocris
4606,170466038,163727,C1=CC(=NC=C1Cl)C(=O)NCCN.Cl,Inactive,0,inactive,inactive,,0,inactive,,0,Tocris
4607,170466288,15387,CC1CCN(CC1)CCCC(=O)C2=CC=C(C=C2)F,Inactive,0,inactive,inactive,,0,inactive,,0,Tocris
4608,170466420,48229,C1=CC=C2C(=C1)C(OC2=O)OC(=O)C3=C(N=CC=C3)NC4=CC=CC(=C4)C(F)(F)F,Inactive,0,inactive,inactive,,0,inactive,,0,Sequoia
4609,170466239,160157,C1=C(C(=CC(=C1O)O)O)CCN.Cl,Inactive,0,inactive,inactive,,0,inactive,,0,Microsource
4610,170465029,60196365,C1CN(CCN1CCOCC(=O)N)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl.Cl.Cl,Inactive,0,inactive,inactive,,0,inactive,,0,Vitas
4611,170466805,6597,C(C(=O)O)(Cl)Cl,Inactive,0,inactive,inactive,,0,inactive,,0,Tocris
4612,170464934,104838,C[C@H]([C@@H]1[C@H]2CC(=C(N2C1=O)C(=O)O)SCCN=CN)O,Inactive,0,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
4613,170465811,4888,CC(C1=CC2=C(C=C1)OC3=C(C2)C=CC=N3)C(=O)O,Inactive,0,inactive,inactive,,0,inactive,,0,Prestwick
4614,144206369,11956149,C[C@@H](C(=O)C1=CC=CC=C1)N.Cl,Inactive,0,inactive,inactive,,0,inactive,,0,RTI
4615,144206442,71285,CC(CC1=CC2=C(C=C1)OCO2)NC.Cl,Inactive,0,inactive,inactive,,0,inconclusive antagonist,66.9462,-64.6051,RTI
4616,144206403,62786,CC(CC1=C(C=CC(=C1)OC)OC)N.Cl,Inactive,0,inactive,inactive,,0,inactive,,0,RTI
4617,170466617,65681,CC(C)CN1C=NC2=C1C(=O)N(C(=O)N2C)C,Inactive,0,inactive,inactive,,0,inactive,,0,Vitas
4618,170465204,59227,CCCN(CCC1=CC=CS1)[C@H]2CCC3=C(C2)C=CC=C3O,Inactive,0,inactive,inactive,,0,inconclusive antagonist,33.4915,-36.7166,Tocris
4619,170465410,3052775,CS(=O)(=O)O.C#CCN[C@@H]1CCC2=CC=CC=C12,Inactive,0,inactive,inactive,,0,inactive,,0,Tocris
4620,170464664,5625,CC(C)NC1=C(N=CC=C1)N2CCN(CC2)C(=O)C3=CC4=C(N3)C=CC(=C4)NS(=O)(=O)C,Inactive,0,inactive,inactive,,0,inactive,,0,Sequoia
4621,170465472,159278,C1=CC(=CC=C1CCO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O,Inactive,0,inactive,inactive,,0,inactive,,0,Selleck
4622,170465676,6434144,CN1CCCN=C1/C=C/C2=CC=CS2.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,Inactive,0,inactive,inactive,,0,inactive,,0,Vitas
4623,170466330,9983292,CCC(=O)O.CCC(=O)O.C1CN=C(N1)C2=CC(=CC=C2)NC(=O)NC3=CC=CC(=C3)C4=NCCN4,Inactive,0,inactive,inactive,,0,inactive,,0,Vitas
4624,170466290,119525,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCN(CC3)C)F)C(=O)O.CS(=O)(=O)O,Inactive,0,inactive,inactive,,0,inactive,,0,Vitas
4625,170466185,56207,C1CN(CCN1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4=CC=C(C=C4)F)F.Cl,Inactive,0,inactive,inactive,,0,inactive,,0,Vitas
4626,170465256,60196269,C[C@@H]([C@@H](C1=CC(=CC=C1)O)O)N.[C@@H]([C@@H](C(=O)O)O)(C(=O)O)O,Inactive,0,inactive,inactive,,0,inactive,,0,Microsource
4627,170466504,10969,CC(CCCC(C)(C)O)N.Cl,Inactive,0,inactive,inactive,,0,inactive,,0,Microsource
4628,170465769,92965,CC1=CC=C(C=C1)C(=O)C(C)CN2CCCCC2.Cl,Inactive,0,inactive,inactive,,0,inactive,,0,Microsource
4629,170464700,123608,C(CC(=O)O)C(=O)CN.Cl,Inactive,0,inactive,inactive,,0,inactive,,0,Microsource
4630,170464731,5362129,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2[C@H]3CCC[C@H]3C[C@H]2C(=O)O,Inactive,0,inactive,inactive,,0,inactive,,0,Vitas
4631,170465519,6136,CN(C)CCN(CC1=CC=C(C=C1)OC)C2=NC=CC=N2.Cl,Inactive,0,inactive,inactive,,0,inactive,,0,Microsource
4632,170465672,522325,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)CS(=O)(=O)[O-].[Na+],Inactive,0,inactive,inactive,,0,inactive,,0,Vitas
4633,170464672,18340,COC1=CC(=C(C=C1)OC)C(CNC(=O)CN)O.Cl,Inactive,0,inactive,inactive,,0,inactive,,0,Microsource
4634,170466890,139057448,C(CN)N.[Cl-].[Cl-].[Pt+2],Inactive,0,inactive,inactive,,0,inactive,,0,Microsource
4635,170465059,135445761,C[N+]1=CC=CC=C1/C=N/O.[Cl-],Inactive,0,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
4636,170465060,44561,C(=O)([O-])P(=O)([O-])[O-].[Na+].[Na+].[Na+],Inactive,0,inactive,inactive,,0,inactive,,0,Microsource
4637,170464862,23662354,C(CS(=O)(=O)[O-])S.[Na+],Inactive,0,inactive,inactive,,0,inactive,,0,Microsource
4638,170465845,27200,CS(=O)(=O)C1=CC=C(C=C1)[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O,Inactive,0,inactive,inactive,,0,inactive,,0,Microsource
4639,170466546,198015,CC(CC1=CC(=CC=C1)C(F)(F)F)NCCOC(=O)C2=CC=CC=C2.Cl,Inactive,0,inactive,inactive,,0,inconclusive antagonist,28.1796,-31.0316,Microsource
4640,170465653,5338,C1=CC=C2C(=C1)N=CC(=N2)NS(=O)(=O)C3=CC=C(C=C3)N,Inactive,0,inactive,inactive,,0,inactive,,0,Microsource
4641,170466510,44134533,CCCCCC(C)N.CCCCCC(C)N.OS(=O)(=O)O,Inactive,0,inactive,inactive,,0,inactive,,0,Microsource
4642,170465188,31307,C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@H]([C@@]2(C(=O)CO)O)O)CCC4=CC(=O)C=C[C@@]43C)F)O,Inactive,0,inactive,inactive,,0,inactive,,0,Microsource
4643,170465814,20056828,C1[C@@H]([C@H]([C@@H](C([C@@H]1N)O)O[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)N)N.OS(=O)(=O)O,Inactive,0,inactive,inactive,,0,inactive,,0,Microsource
4644,170466540,6419962,C1C[C@@H]([C@@H]([C@@H]2[C@@H]1CN3CCC4=C([C@@H]3C2)NC5=CC=CC=C45)C(=O)O)O.O,Inactive,0,inactive,inactive,,0,inactive,,0,Microsource
4645,170464882,16051918,CN1CCC2=CC(=C3C=C2[C@@H]1CC4=CC=C(C=C4)OC5=C6[C@@H](CC7=CC(=C(C=C7)O)O3)[N+](CCC6=CC(=C5O)OC)(C)C)OC.Cl.[Cl-],Inactive,0,inactive,inactive,,0,inactive,,0,Microsource
4646,170464827,29327,CN(C(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1O)CO)O)O)N=O,Inactive,0,inactive,inactive,,0,inactive,,0,Microsource
4647,170465453,146571,CN(C)CCC[C@@]1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F.C(=O)(C(=O)O)O,Inactive,0,inactive,inactive,,0,active antagonist,16.1535,-37.0051,"Prestwick Chemical, Inc."
4648,170465696,60196268,CC1=C(SC=C1)/C=C/C2=NCCCN2C.[C@@H]([C@@H](C(=O)O)O)(C(=O)O)O,Inactive,0,inactive,inactive,,0,inactive,,0,Microsource
4649,170465541,892,C1(C(C(C(C(C1O)O)O)O)O)O,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
4650,170465373,135398741,CC(C)[C@@H](C(=O)OCCOCN1C=NC2=C1N=C(NC2=O)N)N.Cl,Inactive,0,inactive,inactive,,0,inactive,,0,Vitas
4651,170465036,60196260,CC1(CCCC(N1C)(C)C)C.[C@H]([C@@H](C(=O)O)O)(C(=O)O)O,Inactive,0,inactive,inactive,,0,inactive,,0,Microsource
4652,170465333,9588170,CO/N=C/1\CN(CC1CN)C2=C(C=C3C(=O)C(=CN(C3=N2)C4CC4)C(=O)O)F.CS(=O)(=O)O,Inactive,0,inactive,inactive,,0,inactive,,0,Microsource
4653,170464746,5284627,CC1(O[C@@H]2CO[C@@]3([C@H]([C@@H]2O1)OC(O3)(C)C)COS(=O)(=O)N)C,Inactive,0,inactive,inactive,,0,inactive,,0,Microsource
4654,170464822,5311309,CC(C)C1CCC(CC1)C(=O)N[C@H](CC2=CC=CC=C2)C(=O)O,Inactive,0,inactive,inactive,,0,inactive,,0,Microsource
4655,170465072,6135,CC(CCCN)NC1=C2C(=CC(=C1)OC)C=CC=N2.OP(=O)(O)O.OP(=O)(O)O,Inactive,0,inactive,inactive,,0,active antagonist,28.7255,-82.3881,Microsource
4656,170465296,23675786,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)[O-].O.[Na+],Inactive,0,inactive,inactive,,0,inactive,,0,Microsource
4657,170466137,636396,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)N)N.OS(=O)(=O)O,Inactive,0,inactive,inactive,,0,inactive,,0,Microsource
4658,170464752,62881,CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCN)O)O)O.CS(=O)(=O)O,Inactive,0,inactive,inactive,,0,inactive,,0,Microsource
4659,170465360,23663939,CC1=C(C=CC2=C1OC(=O)C(=C2[O-])NC(=O)C3=CC(=C(C=C3)O)CC=C(C)C)O[C@H]4[C@@H]([C@@H]([C@H](C(O4)(C)C)OC)OC(=O)N)O.[Na+],Inactive,0,inactive,inactive,,0,inactive,,0,Microsource
4660,170466766,91453,C[C@@H]1CC[C@@]2([C@H]([C@H]3[C@@H](O2)C[C@@H]4[C@@]3(C(=O)C[C@H]5[C@H]4CC[C@@H]6[C@@]5(CC[C@@H](C6)O)C)C)C)OC1,Inactive,0,inactive,inactive,,0,inactive,,0,Microsource
4661,170465216,23677829,CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)[O-].O.O.[Na+],Inactive,0,inactive,inactive,,0,inactive,,0,Microsource
4662,170466505,2723635,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)N)O)O)O.Cl,Inactive,0,inactive,inactive,,0,inactive,,0,Microsource
4663,170464980,6883,C1[C@H]([C@@H]2[C@H](O1)[C@H](CO2)O[N+](=O)[O-])O[N+](=O)[O-],Inactive,0,inactive,inactive,,0,inactive,,0,Microsource
4664,170465404,23675320,CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)[O-].[Na+],Inactive,0,inactive,inactive,,0,inactive,,0,Microsource
4665,170465353,441242,CN1C(=NN=N1)SCC2=C(N3[C@@H]([C@@](C3=O)(NC(=O)C(C4=CC=C(C=C4)O)C(=O)[O-])OC)OC2)C(=O)[O-].[Na+].[Na+],Inactive,0,inactive,inactive,,0,inactive,,0,Microsource
4666,170465065,122824,CCN(CC)C(C)CN1C2=CC=CC=C2SC3=CC=CC=C31.Cl,Inactive,0,inactive,inactive,,0,inactive,,0,Microsource
4667,170465115,14051,CC[C@@H](CO)NCCN[C@@H](CC)CO.Cl.Cl,Inactive,0,inactive,inactive,,0,inactive,,0,Microsource
4668,170465447,60961,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N,Inactive,0,inactive,inactive,,0,inactive,,0,Microsource
4669,170465152,23678596,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C3=C(C=CC=C3OC)OC)C(=O)[O-])C.O.[Na+],Inactive,0,inactive,inactive,,0,inactive,,0,Microsource
4670,170465214,6461,C[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C.[Br-],Inactive,0,inactive,inactive,,0,inactive,,0,Microsource
4671,170464831,6249,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)O)C,Inactive,0,inactive,inactive,,0,inactive,,0,Microsource
4672,170464786,8813,C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N.C(CS(=O)(=O)O)O.C(CS(=O)(=O)O)O,Inactive,0,inactive,inactive,,0,inconclusive antagonist,2.66032,-32.5395,"Prestwick Chemical, Inc."
4673,170465061,54384,C[C@@H]1CN(CC[C@@]1(C2=CC=CC=C2)C(=O)O)C3CCC(CC3)(C#N)C4=CC=C(C=C4)F.Cl,Inactive,0,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
4674,170465119,6918132,CCN[C@H]1C[C@@H](S(=O)(=O)C2=C1C=C(S2)S(=O)(=O)N)C.Cl,Inactive,0,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
4675,170464825,32169,CCCNC(C)C(=O)NC1=C(SC=C1C)C(=O)OC.Cl,Inactive,0,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
4676,170465142,60196266,CCN[C@@H]1C[C@@H]([C@H]([C@@H]([C@H]1O[C@@H]2[C@@H]([C@H]([C@@](CO2)(C)O)NC)O)O)OC3C(CC=C(O3)CN)N)N.CCN[C@@H]1C[C@@H]([C@H]([C@@H]([C@H]1O[C@@H]2[C@@H]([C@H]([C@@](CO2)(C)O)NC)O)O)OC3C(CC=C(O3)CN)N)N.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O,Inactive,0,inactive,inactive,,0,inactive,,0,Bosche
4677,170466363,65483,CCC1(CCCCN(C1)C)C2=CC(=CC=C2)O.Cl,Inactive,0,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
4678,170466431,21743,C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CS3)C(=O)[O-])C[N+]4=CC=C(C=C4)C(=O)N,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
4679,170466046,2904,C1CCC(C1)CC2NC3=CC(=C(C=C3S(=O)(=O)N2)S(=O)(=O)N)Cl,Inactive,0,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
4680,170465315,6839,CN1C(=O)CC(C1=O)C2=CC=CC=C2,Inactive,0,inactive,inactive,,0,inactive,,0,Specs
4681,170464701,4595,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C,Inactive,0,inactive,inactive,,0,inactive,,0,Prestwick
4682,170464995,71172,CC(C)NCC(COC1=CC=CC=C1OCC=C)O.Cl,Inactive,0,inactive,inactive,,0,inactive,,0,Tocris
4683,170465167,6307,CCC1NC2=CC(=C(C=C2C(=O)N1)S(=O)(=O)N)Cl,Inactive,0,inactive,inactive,,0,inactive,,0,Prestwick
4684,170465224,54685047,CN(C)[C@H]1[C@@H]2[C@H]([C@@H]3C(=C)C4=C(C(=CC=C4)O)C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O.Cl,Inactive,0,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
4685,170464725,3741,C(CO)N(C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I)C(=O)CO,Inactive,0,inactive,inactive,,0,inactive,,0,Prestwick
